"ID"	"adj.P.Val"	"P.Value"	"t"	"B"	"logFC"	"Gene.symbol"	"Gene.title"	"Gene.ID"
"7961024"	"1.30e-02"	"4.92e-03"	"2.885293"	"-2.807095"	"0.2072691"	""	""	""
"7954185"	"1.30e-02"	"4.93e-03"	"-2.884805"	"-2.808378"	"-0.2128175"	"DERA"	"deoxyribose-phosphate aldolase"	"51071"
"7997733"	"1.30e-02"	"4.93e-03"	"2.884769"	"-2.808471"	"0.1824716"	"FOXC2"	"forkhead box C2"	"2303"
"8106765"	"1.30e-02"	"4.93e-03"	"-2.884729"	"-2.808578"	"-0.1355311"	""	""	""
"7958724"	"1.30e-02"	"4.93e-03"	"-2.884684"	"-2.808696"	"-0.1733548"	"LINC01405"	"long intergenic non-protein coding RNA 1405"	"100131138"
"7911265"	"1.30e-02"	"4.94e-03"	"2.884393"	"-2.80946"	"0.1356602"	"OR2M2"	"olfactory receptor family 2 subfamily M member 2"	"391194"
"7990345"	"1.30e-02"	"4.94e-03"	"-2.88403"	"-2.810415"	"-0.2378755"	"SEMA7A"	"semaphorin 7A (John Milton Hagen blood group)"	"8482"
"8109824"	"1.30e-02"	"4.94e-03"	"2.883838"	"-2.810918"	"0.1866811"	""	""	""
"7893826"	"1.30e-02"	"4.94e-03"	"-2.883794"	"-2.811034"	"-0.4411917"	""	""	""
"8115570"	"1.30e-02"	"4.95e-03"	"-2.883219"	"-2.812543"	"-0.1559019"	"IL12B"	"interleukin 12B"	"3593"
"7948267"	"1.30e-02"	"4.95e-03"	"-2.883099"	"-2.812859"	"-0.1894908"	"TIMM10"	"translocase of inner mitochondrial membrane 10 homolog (yeast)"	"26519"
"8112409"	"1.30e-02"	"4.96e-03"	"-2.882986"	"-2.813156"	"-0.2423182"	"SGTB"	"small glutamine rich tetratricopeptide repeat containing beta"	"54557"
"7982957"	"1.31e-02"	"4.96e-03"	"2.882754"	"-2.813765"	"0.1413206"	"MGA"	"MGA, MAX dimerization protein"	"23269"
"7954602"	"1.31e-02"	"4.96e-03"	"2.882723"	"-2.813844"	"0.1813118"	""	""	""
"7894935"	"1.31e-02"	"4.97e-03"	"2.882305"	"-2.814942"	"0.5812082"	""	""	""
"8119527"	"1.31e-02"	"4.97e-03"	"-2.881812"	"-2.816237"	"-0.1465911"	""	""	""
"8103360"	"1.31e-02"	"4.97e-03"	"2.881803"	"-2.81626"	"0.3110223"	""	""	""
"8107940"	"1.31e-02"	"4.98e-03"	"2.881616"	"-2.816752"	"0.4039144"	""	""	""
"7934997"	"1.31e-02"	"4.98e-03"	"-2.881466"	"-2.817146"	"-0.5764418"	"PPP1R3C"	"protein phosphatase 1 regulatory subunit 3C"	"5507"
"8048980"	"1.31e-02"	"4.98e-03"	"-2.881174"	"-2.817913"	"-0.1877582"	"CAB39"	"calcium binding protein 39"	"51719"
"7988260"	"1.31e-02"	"4.99e-03"	"-2.880938"	"-2.818531"	"-0.1978549"	"FRMD5"	"FERM domain containing 5"	"84978"
"7990555"	"1.32e-02"	"5.00e-03"	"2.879615"	"-2.822003"	"0.1435525"	"NRG4"	"neuregulin 4"	"145957"
"8151784"	"1.32e-02"	"5.01e-03"	"2.879597"	"-2.82205"	"0.2473392"	""	""	""
"7892844"	"1.32e-02"	"5.01e-03"	"-2.879578"	"-2.822099"	"-0.3948726"	""	""	""
"7936507"	"1.32e-02"	"5.01e-03"	"-2.879418"	"-2.82252"	"-0.2988609"	"C10orf82"	"chromosome 10 open reading frame 82"	"143379"
"8145134"	"1.32e-02"	"5.01e-03"	"2.879405"	"-2.822554"	"0.5931502"	""	""	""
"8180359"	"1.32e-02"	"5.01e-03"	"-2.878993"	"-2.823634"	"-0.3174822"	"PDE4DIP"	"phosphodiesterase 4D interacting protein"	"9659"
"7895641"	"1.32e-02"	"5.01e-03"	"2.878985"	"-2.823655"	"0.2148824"	""	""	""
"7974054"	"1.32e-02"	"5.02e-03"	"-2.878879"	"-2.823933"	"-0.2037688"	"GEMIN2"	"gem nuclear organelle associated protein 2"	"8487"
"8158298"	"1.32e-02"	"5.02e-03"	"-2.878833"	"-2.824053"	"-0.1451605"	"GLE1"	"GLE1, RNA export mediator"	"2733"
"8029385"	"1.32e-02"	"5.02e-03"	"-2.878432"	"-2.825104"	"-0.170369"	"ZNF225"	"zinc finger protein 225"	"7768"
"8003566"	"1.32e-02"	"5.02e-03"	"2.878359"	"-2.825298"	"0.1346595"	"GAS8-AS1"	"GAS8 antisense RNA 1"	"750"
"8144586"	"1.32e-02"	"5.02e-03"	"2.878338"	"-2.825351"	"0.1916324"	"MTMR9"	"myotubularin related protein 9"	"66036"
"8035956"	"1.32e-02"	"5.02e-03"	"2.878299"	"-2.825455"	"0.1938123"	""	""	""
"8141180"	"1.32e-02"	"5.02e-03"	"-2.878289"	"-2.82548"	"-0.1771247"	"TECPR1"	"tectonin beta-propeller repeat containing 1"	"25851"
"7903032"	"1.32e-02"	"5.03e-03"	"-2.878125"	"-2.825911"	"-0.2304559"	"MTF2"	"metal response element binding transcription factor 2"	"22823"
"8028851"	"1.32e-02"	"5.03e-03"	"-2.877993"	"-2.826256"	"-0.1588447"	"SHKBP1"	"SH3KBP1 binding protein 1"	"92799"
"7981317"	"1.32e-02"	"5.03e-03"	"2.877974"	"-2.826307"	"0.2135665"	""	""	""
"7988672"	"1.32e-02"	"5.03e-03"	"-2.877939"	"-2.826397"	"-0.5428469"	"HDC"	"histidine decarboxylase"	"3067"
"7938072"	"1.32e-02"	"5.03e-03"	"2.877795"	"-2.826774"	"0.1866186"	"OR56B4"	"olfactory receptor family 56 subfamily B member 4"	"196335"
"7928516"	"1.32e-02"	"5.03e-03"	"-2.877639"	"-2.827185"	"-0.2509553"	"SAMD8"	"sterile alpha motif domain containing 8"	"142891"
"8091283"	"1.32e-02"	"5.04e-03"	"-2.877369"	"-2.827891"	"-0.5166671"	"PLOD2"	"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2"	"5352"
"8002556"	"1.33e-02"	"5.05e-03"	"2.876556"	"-2.830024"	"1.3530973"	"TAT"	"tyrosine aminotransferase"	"6898"
"7928444"	"1.33e-02"	"5.06e-03"	"2.875598"	"-2.832534"	"0.2609679"	"VCL"	"vinculin"	"7414"
"8100754"	"1.33e-02"	"5.06e-03"	"2.875569"	"-2.832609"	"0.1529934"	""	""	""
"8157677"	"1.33e-02"	"5.07e-03"	"2.875481"	"-2.832839"	"0.1870654"	""	""	""
"7916862"	"1.33e-02"	"5.07e-03"	"2.875227"	"-2.833505"	"0.4905709"	"WLS"	"wntless Wnt ligand secretion mediator"	"79971"
"7894948"	"1.33e-02"	"5.07e-03"	"2.874902"	"-2.834356"	"0.4568779"	""	""	""
"8043570"	"1.33e-02"	"5.07e-03"	"-2.874846"	"-2.834505"	"-0.1699129"	""	""	""
"8028645"	"1.33e-02"	"5.07e-03"	"-2.87481"	"-2.834598"	"-0.1720771"	"MED29"	"mediator complex subunit 29"	"55588"
"8156263"	"1.33e-02"	"5.08e-03"	"2.874489"	"-2.835438"	"0.2180534"	"SPIN1"	"spindlin 1"	"10927"
"8146051"	"1.33e-02"	"5.08e-03"	"-2.874393"	"-2.835691"	"-0.1202136"	"ADAM5"	"ADAM metallopeptidase domain 5 (pseudogene)"	"255926"
"7953442"	"1.33e-02"	"5.09e-03"	"-2.87383"	"-2.837165"	"-0.2516205"	"GPR162"	"G protein-coupled receptor 162"	"27239"
"7942326"	"1.34e-02"	"5.10e-03"	"2.873371"	"-2.838366"	"0.2141125"	""	""	""
"7893946"	"1.34e-02"	"5.10e-03"	"-2.87328"	"-2.838604"	"-0.3470229"	""	""	""
"7893239"	"1.34e-02"	"5.10e-03"	"2.873178"	"-2.838871"	"0.2558489"	""	""	""
"7893367"	"1.34e-02"	"5.10e-03"	"2.873084"	"-2.839119"	"0.4867813"	""	""	""
"8093440"	"1.34e-02"	"5.10e-03"	"2.873063"	"-2.839174"	"0.2382913"	"FGFRL1"	"fibroblast growth factor receptor-like 1"	"53834"
"8022424"	"1.34e-02"	"5.11e-03"	"2.872591"	"-2.840409"	"0.2321339"	"NF1"	"neurofibromin 1"	"4763"
"8067862"	"1.34e-02"	"5.11e-03"	"2.872591"	"-2.840409"	"0.2321339"	"NF1"	"neurofibromin 1"	"4763"
"8002347"	"1.34e-02"	"5.11e-03"	"-2.872589"	"-2.840414"	"-0.2410748"	"AARS"	"alanyl-tRNA synthetase"	"16"
"7896756"	"1.34e-02"	"5.11e-03"	"2.872239"	"-2.841332"	"0.1795207"	"FAM87B///FAM87A"	"family with sequence similarity 87 member B///family with sequence similarity 87 member A"	"400728///157693"
"8104580"	"1.34e-02"	"5.12e-03"	"-2.872052"	"-2.841819"	"-0.1442582"	"OTULIN"	"OTU deubiquitinase with linear linkage specificity"	"90268"
"7898585"	"1.34e-02"	"5.12e-03"	"-2.871977"	"-2.842016"	"-0.2705961"	"MINOS1-NBL1///NBL1"	"MINOS1-NBL1 readthrough///neuroblastoma 1, DAN family BMP antagonist"	"100532736///4681"
"7894022"	"1.34e-02"	"5.12e-03"	"2.871444"	"-2.843411"	"0.6322112"	""	""	""
"8101971"	"1.34e-02"	"5.12e-03"	"2.87143"	"-2.84345"	"0.2571926"	"PPP3CA"	"protein phosphatase 3 catalytic subunit alpha"	"5530"
"7926622"	"1.34e-02"	"5.13e-03"	"-2.871225"	"-2.843985"	"-0.8369766"	"SPAG6"	"sperm associated antigen 6"	"9576"
"8065633"	"1.34e-02"	"5.13e-03"	"2.871111"	"-2.844282"	"0.1970067"	""	""	""
"8072687"	"1.34e-02"	"5.13e-03"	"-2.871108"	"-2.844292"	"-0.2392555"	"MCM5"	"minichromosome maintenance complex component 5"	"4174"
"8069153"	"1.34e-02"	"5.13e-03"	"2.87106"	"-2.844418"	"0.1763828"	"KRTAP10-10"	"keratin associated protein 10-10"	"353333"
"7895866"	"1.35e-02"	"5.14e-03"	"-2.870525"	"-2.845816"	"-0.2367612"	""	""	""
"8094101"	"1.35e-02"	"5.14e-03"	"-2.870479"	"-2.845936"	"-0.2534494"	"CPZ"	"carboxypeptidase Z"	"8532"
"8030939"	"1.35e-02"	"5.14e-03"	"2.870297"	"-2.846414"	"0.1353779"	"ZNF534"	"zinc finger protein 534"	"147658"
"8096675"	"1.35e-02"	"5.14e-03"	"2.870216"	"-2.846624"	"0.1694266"	"TET2"	"tet methylcytosine dioxygenase 2"	"54790"
"7965941"	"1.35e-02"	"5.14e-03"	"2.870186"	"-2.846705"	"0.5049174"	"GLT8D2"	"glycosyltransferase 8 domain containing 2"	"83468"
"7895435"	"1.35e-02"	"5.15e-03"	"2.869497"	"-2.848505"	"0.169976"	""	""	""
"7894852"	"1.35e-02"	"5.15e-03"	"2.869495"	"-2.848511"	"0.532241"	""	""	""
"8005628"	"1.35e-02"	"5.16e-03"	"2.869325"	"-2.848956"	"0.1903681"	""	""	""
"8128308"	"1.35e-02"	"5.16e-03"	"2.869311"	"-2.848991"	"0.2276305"	""	""	""
"8017671"	"1.35e-02"	"5.16e-03"	"2.868758"	"-2.850437"	"0.1799464"	"LOC146880"	"Rho GTPase activating protein 27 pseudogene"	"146880"
"8072302"	"1.35e-02"	"5.17e-03"	"2.868312"	"-2.851605"	"0.1997744"	"MTMR3"	"myotubularin related protein 3"	"8897"
"8112996"	"1.35e-02"	"5.17e-03"	"2.868189"	"-2.851926"	"0.1488954"	""	""	""
"8106769"	"1.35e-02"	"5.17e-03"	"-2.868117"	"-2.852114"	"-0.2437763"	""	""	""
"8170921"	"1.35e-02"	"5.18e-03"	"-2.867982"	"-2.852466"	"-0.2739944"	"PLXNA3"	"plexin A3"	"55558"
"8024304"	"1.35e-02"	"5.18e-03"	"2.867894"	"-2.852698"	"0.1794963"	"RPS15"	"ribosomal protein S15"	"6209"
"7894896"	"1.35e-02"	"5.18e-03"	"-2.867825"	"-2.852877"	"-0.3055714"	""	""	""
"8022814"	"1.36e-02"	"5.18e-03"	"-2.867408"	"-2.853969"	"-0.2491678"	"HNRNPA1P6///HNRNPA1P33///HNRNPA1P27///HNRNPA1P10///HNRNPA1L2///HNRNPA1"	"heterogeneous nuclear ribonucleoprotein A1 pseudogene 6///heterogeneous nuclear ribonucleoprotein A1 pseudogene 33///heterogeneous nuclear ribonucleoprotein A1 pseudogene 27///heterogeneous nuclear ribonucleoprotein A1 pseudogene 10///heterogeneous nuclear ribonucleoprotein A1-like 2///heterogeneous nuclear ribonucleoprotein A1"	"729423///728643///664721///664709///144983///3178"
"8073511"	"1.36e-02"	"5.19e-03"	"2.867076"	"-2.854837"	"0.2212555"	""	""	""
"7970947"	"1.36e-02"	"5.19e-03"	"-2.867034"	"-2.854947"	"-0.1036546"	""	""	""
"8135933"	"1.36e-02"	"5.19e-03"	"2.866979"	"-2.855089"	"0.210959"	"FAM71F2"	"family with sequence similarity 71 member F2"	"346653"
"8085374"	"1.36e-02"	"5.19e-03"	"2.866899"	"-2.855299"	"0.143032"	"RAF1///RAF1"	"Raf-1 proto-oncogene, serine/threonine kinase///Raf-1 proto-oncogene, serine/threonine kinase"	"5894///5894"
"8022295"	"1.36e-02"	"5.20e-03"	"-2.866703"	"-2.855812"	"-0.6045188"	"PIEZO2"	"piezo type mechanosensitive ion channel component 2"	"63895"
"7974653"	"1.36e-02"	"5.20e-03"	"2.866618"	"-2.856032"	"0.222222"	"KIAA0586"	"KIAA0586"	"9786"
"8123488"	"1.36e-02"	"5.20e-03"	"2.86658"	"-2.856131"	"0.1492406"	"LINC00574"	"long intergenic non-protein coding RNA 574"	"80069"
"8105739"	"1.36e-02"	"5.20e-03"	"-2.866537"	"-2.856244"	"-0.1222836"	""	""	""
"7895747"	"1.36e-02"	"5.20e-03"	"2.866281"	"-2.856915"	"0.3545455"	""	""	""
"8008087"	"1.36e-02"	"5.21e-03"	"-2.865892"	"-2.857929"	"-0.1987357"	"NFE2L1"	"nuclear factor, erythroid 2 like 1"	"4779"
"8148029"	"1.36e-02"	"5.21e-03"	"-2.865842"	"-2.858061"	"-0.1639704"	"COLEC10"	"collectin subfamily member 10"	"10584"
"8126943"	"1.36e-02"	"5.21e-03"	"-2.86584"	"-2.858066"	"-0.1254451"	"DEFB112"	"defensin beta 112"	"245915"
"8011875"	"1.36e-02"	"5.21e-03"	"-2.865626"	"-2.858625"	"-0.1887169"	"DERL2"	"derlin 2"	"51009"
"7893923"	"1.36e-02"	"5.21e-03"	"2.865433"	"-2.85913"	"0.1504059"	""	""	""
"7940660"	"1.36e-02"	"5.21e-03"	"2.865425"	"-2.859151"	"0.2186032"	""	""	""
"8134834"	"1.36e-02"	"5.22e-03"	"2.865271"	"-2.859552"	"0.124987"	"AGFG2"	"ArfGAP with FG repeats 2"	"3268"
"8179184"	"1.36e-02"	"5.22e-03"	"-2.865135"	"-2.859909"	"-0.3366068"	"DDR1"	"discoidin domain receptor tyrosine kinase 1"	"780"
"7910184"	"1.36e-02"	"5.22e-03"	"-2.86511"	"-2.859973"	"-0.1288186"	"BTF3P9"	"basic transcription factor 3 pseudogene 9"	"503543"
"7942717"	"1.36e-02"	"5.22e-03"	"2.865054"	"-2.860119"	"0.1788257"	"MYO7A"	"myosin VIIA"	"4647"
"7913256"	"1.36e-02"	"5.22e-03"	"-2.864844"	"-2.860667"	"-0.1614107"	"DDOST"	"dolichyl-diphosphooligosaccharide--protein glycosyltransferase non-catalytic subunit"	"1650"
"8075477"	"1.37e-02"	"5.23e-03"	"2.864506"	"-2.861551"	"0.2320987"	"RNF185-AS1"	"RNF185 antisense RNA 1"	"100852405"
"8055265"	"1.37e-02"	"5.23e-03"	"2.864393"	"-2.861845"	"0.1546304"	""	""	""
"8111989"	"1.37e-02"	"5.23e-03"	"-2.864082"	"-2.862658"	"-0.2475449"	""	""	""
"8030848"	"1.37e-02"	"5.24e-03"	"2.863979"	"-2.862927"	"0.1430436"	"SPACA6"	"sperm acrosome associated 6"	"147650"
"8102730"	"1.37e-02"	"5.24e-03"	"2.863919"	"-2.863084"	"0.3172588"	"MFSD8"	"major facilitator superfamily domain containing 8"	"256471"
"8166094"	"1.37e-02"	"5.24e-03"	"2.863778"	"-2.863453"	"0.1476254"	""	""	""
"8157976"	"1.37e-02"	"5.24e-03"	"2.863716"	"-2.863614"	"0.2468623"	"GARNL3"	"GTPase activating Rap/RanGAP domain like 3"	"84253"
"8023133"	"1.37e-02"	"5.25e-03"	"-2.863356"	"-2.864553"	"-0.2262506"	"PIAS2"	"protein inhibitor of activated STAT 2"	"9063"
"8026300"	"1.37e-02"	"5.25e-03"	"2.863165"	"-2.865053"	"0.2659241"	"ADGRE5"	"adhesion G protein-coupled receptor E5"	"976"
"8081158"	"1.37e-02"	"5.25e-03"	"-2.862942"	"-2.865635"	"-0.2295331"	"ARL6"	"ADP ribosylation factor like GTPase 6"	"84100"
"7905039"	"1.37e-02"	"5.25e-03"	"-2.862928"	"-2.865673"	"-0.2508403"	""	""	""
"8078300"	"1.37e-02"	"5.26e-03"	"-2.862471"	"-2.866864"	"-0.2114633"	"OXSM"	"3-oxoacyl-ACP synthase, mitochondrial"	"54995"
"8112731"	"1.37e-02"	"5.26e-03"	"-2.862327"	"-2.86724"	"-0.7416813"	"F2RL2"	"coagulation factor II thrombin receptor like 2"	"2151"
"7909350"	"1.37e-02"	"5.26e-03"	"-2.862292"	"-2.867331"	"-0.6588537"	"CR2"	"complement component 3d receptor 2"	"1380"
"8179019"	"1.37e-02"	"5.27e-03"	"-2.861904"	"-2.868345"	"-0.2902586"	"HLA-F///HLA-B"	"major histocompatibility complex, class I, F///major histocompatibility complex, class I, B"	"3134///3106"
"7978704"	"1.37e-02"	"5.27e-03"	"2.86187"	"-2.868433"	"0.1830118"	""	""	""
"7961571"	"1.37e-02"	"5.27e-03"	"2.861724"	"-2.868813"	"0.1854811"	"SLC15A5"	"solute carrier family 15 member 5"	"729025"
"7895764"	"1.38e-02"	"5.27e-03"	"-2.861438"	"-2.86956"	"-0.2784188"	""	""	""
"8092065"	"1.38e-02"	"5.28e-03"	"2.861264"	"-2.870014"	"0.1659404"	""	""	""
"8009014"	"1.38e-02"	"5.28e-03"	"2.861117"	"-2.870399"	"0.1747657"	"TLK2"	"tousled like kinase 2"	"11011"
"7900157"	"1.38e-02"	"5.28e-03"	"-2.86094"	"-2.870859"	"-0.2097107"	"RPS27///RPS27"	"ribosomal protein S27///ribosomal protein S27"	"6232///6232"
"7950490"	"1.38e-02"	"5.29e-03"	"2.860727"	"-2.871415"	"0.1980824"	"MIR326"	"microRNA 326"	"442900"
"7895156"	"1.38e-02"	"5.29e-03"	"2.860674"	"-2.871554"	"0.2412398"	""	""	""
"8028325"	"1.38e-02"	"5.29e-03"	"-2.860626"	"-2.871679"	"-0.220547"	"C19orf33"	"chromosome 19 open reading frame 33"	"64073"
"7932449"	"1.38e-02"	"5.29e-03"	"-2.860392"	"-2.872289"	"-0.1592667"	""	""	""
"8121214"	"1.38e-02"	"5.31e-03"	"2.859418"	"-2.874832"	"0.3813715"	"RNY1"	"RNA, Ro-associated Y1"	"6084"
"8176230"	"1.38e-02"	"5.31e-03"	"-2.859324"	"-2.875075"	"-0.2617941"	"RAB39B"	"RAB39B, member RAS oncogene family"	"116442"
"8143725"	"1.39e-02"	"5.32e-03"	"-2.858688"	"-2.876734"	"-0.1219469"	"ZNF746"	"zinc finger protein 746"	"155061"
"8146460"	"1.39e-02"	"5.32e-03"	"2.85863"	"-2.876886"	"0.1824108"	""	""	""
"8018620"	"1.39e-02"	"5.32e-03"	"2.858523"	"-2.877163"	"0.1769916"	"EXOC7"	"exocyst complex component 7"	"23265"
"8023373"	"1.39e-02"	"5.33e-03"	"-2.858079"	"-2.878322"	"-0.128039"	""	""	""
"7895919"	"1.39e-02"	"5.33e-03"	"2.857833"	"-2.878962"	"0.36438"	""	""	""
"7948377"	"1.39e-02"	"5.33e-03"	"2.857752"	"-2.879175"	"0.1733725"	"OR5A2"	"olfactory receptor family 5 subfamily A member 2"	"219981"
"8174933"	"1.39e-02"	"5.33e-03"	"2.857552"	"-2.879695"	"0.2162073"	""	""	""
"8049071"	"1.39e-02"	"5.34e-03"	"-2.85734"	"-2.880248"	"-0.1680759"	""	""	""
"7894566"	"1.39e-02"	"5.34e-03"	"-2.857305"	"-2.88034"	"-0.3865215"	""	""	""
"7971933"	"1.39e-02"	"5.34e-03"	"2.857242"	"-2.880504"	"0.1645621"	""	""	""
"7895821"	"1.39e-02"	"5.34e-03"	"-2.857138"	"-2.880775"	"-0.4251324"	""	""	""
"8056041"	"1.39e-02"	"5.34e-03"	"2.85702"	"-2.881081"	"0.2695057"	""	""	""
"8119620"	"1.39e-02"	"5.35e-03"	"-2.85681"	"-2.88163"	"-0.3975126"	"GNMT"	"glycine N-methyltransferase"	"27232"
"7942674"	"1.39e-02"	"5.35e-03"	"2.856757"	"-2.881767"	"0.3496415"	"TSKU"	"tsukushi, small leucine rich proteoglycan"	"25987"
"7927814"	"1.39e-02"	"5.35e-03"	"-2.856711"	"-2.881888"	"-0.2078039"	"SIRT1"	"sirtuin 1"	"23411"
"8052676"	"1.39e-02"	"5.35e-03"	"-2.856709"	"-2.881894"	"-0.2017759"	""	""	""
"8157253"	"1.39e-02"	"5.35e-03"	"-2.856596"	"-2.882186"	"-0.1786517"	"SNX30"	"sorting nexin family member 30"	"401548"
"8050993"	"1.39e-02"	"5.35e-03"	"-2.856512"	"-2.882406"	"-0.1595874"	"CIB4"	"calcium and integrin binding family member 4"	"130106"
"8063524"	"1.39e-02"	"5.35e-03"	"2.856401"	"-2.882696"	"0.1486161"	"LOC100130156"	"uncharacterized LOC100130156"	"100130156"
"8114215"	"1.39e-02"	"5.35e-03"	"-2.856341"	"-2.882853"	"-0.2548672"	"PITX1"	"paired like homeodomain 1"	"5307"
"8147837"	"1.39e-02"	"5.36e-03"	"2.856087"	"-2.883512"	"0.4349707"	"ZFPM2"	"zinc finger protein, FOG family member 2"	"23414"
"8037495"	"1.40e-02"	"5.37e-03"	"-2.855479"	"-2.885097"	"-0.1598696"	"ZNF296///ZNF296"	"zinc finger protein 296///zinc finger protein 296"	"162979///162979"
"8079019"	"1.40e-02"	"5.37e-03"	"-2.855029"	"-2.886271"	"-0.2014191"	"RPS27///RPS27"	"ribosomal protein S27///ribosomal protein S27"	"6232///6232"
"7895609"	"1.40e-02"	"5.38e-03"	"-2.854843"	"-2.886754"	"-0.2306073"	""	""	""
"8150870"	"1.40e-02"	"5.38e-03"	"-2.854802"	"-2.886861"	"-0.2265267"	"PSMC6"	"proteasome 26S subunit, ATPase 6"	"5706"
"8021866"	"1.40e-02"	"5.38e-03"	"2.854318"	"-2.888121"	"0.2318206"	"NFATC1"	"nuclear factor of activated T-cells 1"	"4772"
"8029958"	"1.40e-02"	"5.38e-03"	"2.85431"	"-2.888142"	"0.2224433"	"GLTSCR2"	"glioma tumor suppressor candidate region gene 2"	"29997"
"7913138"	"1.40e-02"	"5.38e-03"	"-2.85428"	"-2.888219"	"-0.2527082"	"AKR7L"	"aldo-keto reductase family 7 like (gene/pseudogene)"	"246181"
"8162194"	"1.40e-02"	"5.38e-03"	"-2.854278"	"-2.888225"	"-0.1505478"	"CDK20"	"cyclin dependent kinase 20"	"23552"
"8161829"	"1.40e-02"	"5.39e-03"	"-2.854008"	"-2.888929"	"-0.2032175"	"CARNMT1"	"carnosine N-methyltransferase 1"	"138199"
"8082347"	"1.40e-02"	"5.39e-03"	"2.853707"	"-2.889713"	"0.1292165"	"C3orf56"	"chromosome 3 open reading frame 56"	"285311"
"8092241"	"1.40e-02"	"5.39e-03"	"-2.853658"	"-2.88984"	"-0.2080999"	"KCNMB3"	"potassium calcium-activated channel subfamily M regulatory beta subunit 3"	"27094"
"7913185"	"1.40e-02"	"5.39e-03"	"2.853655"	"-2.889848"	"0.2215256"	""	""	""
"8133704"	"1.40e-02"	"5.40e-03"	"-2.853527"	"-2.890181"	"-0.1488753"	"SRRM3"	"serine/arginine repetitive matrix 3"	"222183"
"7993800"	"1.40e-02"	"5.40e-03"	"2.853321"	"-2.890717"	"0.2780985"	"LYRM1"	"LYR motif containing 1"	"57149"
"7917482"	"1.40e-02"	"5.40e-03"	"2.852994"	"-2.891569"	"0.364089"	"KYAT3"	"kynurenine aminotransferase 3"	"56267"
"8105631"	"1.41e-02"	"5.41e-03"	"2.852651"	"-2.892463"	"0.2169486"	""	""	""
"7981142"	"1.41e-02"	"5.41e-03"	"2.852615"	"-2.892554"	"0.2958254"	"CLMN"	"calmin"	"79789"
"8045637"	"1.41e-02"	"5.42e-03"	"-2.852288"	"-2.893407"	"-0.3797573"	"KIF5C"	"kinesin family member 5C"	"3800"
"8147371"	"1.41e-02"	"5.42e-03"	"-2.851829"	"-2.894601"	"-0.1780631"	""	""	""
"8125373"	"1.41e-02"	"5.42e-03"	"2.851736"	"-2.894843"	"0.1823211"	"GPSM3"	"G-protein signaling modulator 3"	"63940"
"8179987"	"1.41e-02"	"5.42e-03"	"2.851736"	"-2.894843"	"0.1823211"	"GPSM3"	"G-protein signaling modulator 3"	"63940"
"7900658"	"1.41e-02"	"5.42e-03"	"2.85171"	"-2.89491"	"0.2544168"	"TIE1"	"tyrosine kinase with immunoglobulin like and EGF like domains 1"	"7075"
"7995252"	"1.41e-02"	"5.43e-03"	"-2.851597"	"-2.895204"	"-0.2237485"	"ZNF720"	"zinc finger protein 720"	"124411"
"7923596"	"1.41e-02"	"5.43e-03"	"-2.851545"	"-2.895341"	"-0.5454395"	"ETNK2"	"ethanolamine kinase 2"	"55224"
"8109990"	"1.41e-02"	"5.43e-03"	"-2.851543"	"-2.895345"	"-0.142893"	"SMIM23"	"small integral membrane protein 23"	"644994"
"8055602"	"1.41e-02"	"5.43e-03"	"-2.851497"	"-2.895465"	"-0.0870776"	""	""	""
"7979572"	"1.41e-02"	"5.43e-03"	"2.851213"	"-2.896203"	"0.1418356"	""	""	""
"8043283"	"1.41e-02"	"5.43e-03"	"-2.851194"	"-2.896254"	"-0.1508964"	"KDM3A"	"lysine demethylase 3A"	"55818"
"8166124"	"1.41e-02"	"5.43e-03"	"2.851126"	"-2.896431"	"0.1475201"	"UBE2E4P"	"ubiquitin conjugating enzyme E2 E4 pseudogene"	"286480"
"8136889"	"1.41e-02"	"5.43e-03"	"2.851106"	"-2.896483"	"0.163499"	""	""	""
"7981752"	"1.41e-02"	"5.43e-03"	"2.851098"	"-2.896503"	"0.2252996"	"GOLGA8R///GOLGA8DP///GOLGA8F///GOLGA8CP///GOLGA8O///GOLGA8M///GOLGA8K///GOLGA8J///GOLGA8S///GOLGA8N///GOLGA8B///GOLGA8EP///GOLGA8G///GOLGA8A"	"golgin A8 family member R///golgin A8 family member D, pseudogene///golgin A8 family member F///golgin A8 family member C, pseudogene///golgin A8 family member O///golgin A8 family member M///golgin A8 family member K///golgin A8 family member J///golgin A8 family member S///golgin A8 family member N///golgin A8 family member B///golgin A8 family member E, pseudogene///golgin A8 family member G///golgin A8 family member A"	"101059918///100132979///100132565///729786///728047///653720///653125///653073///653061///643699///440270///390535///283768///23015"
"8085788"	"1.41e-02"	"5.43e-03"	"-2.851024"	"-2.896696"	"-0.2705967"	"NKIRAS1"	"NFKB inhibitor interacting Ras like 1"	"28512"
"8022514"	"1.41e-02"	"5.44e-03"	"2.851004"	"-2.896747"	"0.2631917"	"TMEM241"	"transmembrane protein 241"	"85019"
"8046975"	"1.41e-02"	"5.44e-03"	"2.850996"	"-2.896769"	"0.2925797"	"WDR75"	"WD repeat domain 75"	"84128"
"7914200"	"1.41e-02"	"5.44e-03"	"-2.850905"	"-2.897005"	"-0.1145047"	""	""	""
"7909155"	"1.41e-02"	"5.44e-03"	"2.850672"	"-2.897612"	"0.1608378"	"AVPR1B"	"arginine vasopressin receptor 1B"	"553"
